Question,OriginalQuestion,phi_dsl_nocot,phi_dsl_cot,phi_sparql_nocot,phi_sparql_cot,qwen_dsl_nocot,qwen_dsl_cot,qwen_sparql_nocot,qwen_sparql_cot,judge_verdict,judge_reason
What methods can be utilized for removing POWERSOURCE from the context of Hidden Files and Directories Mitigation?,What methods can be employed to remove POWERSOURCE from Hidden Files and Directories Mitigation?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same methods for removing POWERSOURCE from the same context, with only minor rewording of ""employed"" to ""utilized"" and ""Mitigation"" to ""the context of Hidden Files and Directories Mitigation""."
What are the names of the campaigns that Truvasys and CHEMISTGAMES have been involved in?,What campaigns have Truvasys and CHEMISTGAMES participated in?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entities (Truvasys and CHEMISTGAMES) and the same relationship (participation in campaigns), with the paraphrased version using different wording to convey the same meaning."
What measures can be taken to prevent the adverse effects of an AutoIt backdoor when implementing Install Root Certificate Mitigation?,How can Install Root Certificate Mitigation protect itself from the damage caused by AutoIt backdoor?,False,False,False,False,False,False,False,False,UNPARSEABLE,"The paraphrased question changes the relationship between the entities, asking about ""preventing adverse effects"" instead of ""protecting from damage"", and also implies a specific order of events (implementing mitigation first, then the backdoor)."
Which attack tactic is most commonly associated with a Pteranodon variant of PoisonIvy malware?,Which type of PoisonIvy is more likely to employ DDoS attacks in its attack strategy?,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question changes the subject from the type of PoisonIvy to a variant of PoisonIvy, and introduces a new entity (Pteranodon) unrelated to the original question."
What initiatives have Agent Smith and the malware strain INSOMNIA been involved in?,What campaigns have Agent Smith and INSOMNIA participated in?,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question changes the entity type of ""INSOMNIA"" from a campaign to a malware strain."
What impact can be minimized by implementing File System Permissions Weakness Mitigation measures against the DanBot threat?,How can File System Permissions Weakness Mitigation minimize the impact of DanBot?,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question changes the scope by asking about the impact being minimized, whereas the original question asks about the method (File System Permissions Weakness Mitigation) that minimizes the impact."
What malware type has utilized HEXANE in the C0015 threat?,What kind of malware has HEXANE been using in C0015?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the type of malware used in the C0015 threat, with HEXANE as the entity involved."
What campaigns feature the presence of SHIPSHAPE and MESSAGETAP?,In what campaigns can SHIPSHAPE and MESSAGETAP be found?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the presence of the same entities (SHIPSHAPE and MESSAGETAP) in the same context (campaigns), with the same implication of what is being looked for."
In which operations are PoetRAT and BoxCaon known to be active?,In what campaigns can PoetRAT and BoxCaon be found?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entities (PoetRAT and BoxCaon) and the same relationship (being found or active in certain campaigns/operations), with the only difference being superficial rewording."
What measures can Regsvcs/Regasm Mitigation implement to safeguard against the detrimental effects of CORALDECK?,How can Regsvcs/Regasm Mitigation protect itself from the damage caused by CORALDECK?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same protection measures against the same entity (CORALDECK) and its detrimental effects, with the same subject (Regsvcs/Regasm Mitigation) and verb (protect/safeguard)."
"What techniques are involved in Compiled HTML File Mitigation that can be applied to minimize the effects of AndroRAT, specifically iKitten?",How can Compiled HTML File Mitigation be used to mitigate the impact of iKitten,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question introduces a new malware (""AndroRAT"") not present in the original question, changing the scope of the mitigation technique."
What measures can be taken to safeguard against the potential harm to Restrict Registry Permissions resulting from the actions of Kessel?,How can Restrict Registry Permissions protect itself from the damage caused by Kessel?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same relationship (protecting/safeguarding against harm) between the same entities (Restrict Registry Permissions and Kessel), with the only difference being superficial rewording."
"What characteristics of Email Hiding Rules can be attributed to NightClub, MacMa, and LightNeuron?","What are the key characteristics of NightClub, MacMa, and LightNeuron in terms of Email Hiding Rules?",False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question changes the wording of the question, but the original question asks about the characteristics of the entities (NightClub, MacMa, and LightNeuron) in relation to Email Hiding Rules, whereas the paraphrased question asks about the characteristics of Email Hiding Rules attributed to the entities, potentially implying a different relationship."
What initiatives have CARROTBAT and BBK been involved in?,What campaigns have CARROTBAT and BBK participated in?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entities (CARROTBAT and BBK) and the same relationship (participation in campaigns/initiatives), with only superficial rewording of the term ""campaigns"" to ""initiatives""."
What campaigns have been associated with TrickBot and TinyTurla operations?,What are the known campaigns connected to TrickBot and TinyTurla?,False,False,False,False,False,False,False,False,EQUIVALENT,Both questions ask about the same relationship (connected/associated) between the same entities (TrickBot and TinyTurla) and the same type of information (campaigns).
What methods does Custom Command and Control Protocol utilize to evade detection by security software and systems?,How does Custom Command and Control Protocol manage to evade the detection of security systems and software?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (Custom Command and Control Protocol) and its relationship (evading detection) with the same scope, with only minor changes in wording."
What methods do malicious actors use to successfully breach or penetrate security systems and defenses through Malicious Web Content?,How does Malicious Web Content manage to breach or penetrate security systems and defenses?,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question introduces the entity ""malicious actors"" which is not present in the original question, changing the focus from the method of breach to the actors performing the breach."
What is typically sought to be undermined through Compromise Software Supply Chain?,What is the ultimate target of Compromise Software Supply Chain?,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question changes the relationship being asked about, from ""target"" to ""undermined"", which implies a different intent or consequence."
What methods enable Modify cached executable code to avoid being detected and protected?,In what ways is Modify cached executable code able to evade detection and protection?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (""Modify cached executable code"") and the same relationship (""ways/methods to evade detection and protection""), with only minor changes in wording."
What security measures can Container and Resource Discovery potentially evade or bypass?,What defenses can Container and Resource Discovery evade or circumvent?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entities (Container and Resource Discovery) and the same relationship (evading or circumventing defenses/security measures), with only minor changes in wording."
What countermeasures fail to mitigate the vulnerability associated with Create Process with Token?,What countermeasures are ineffective against Create Process with Token?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about ineffective countermeasures against the same entity (""Create Process with Token"") and the same relationship (""vulnerability"" or ""countermeasures""), with the paraphrased version using more formal language."
Which security measures are susceptible to the PubPrn vulnerability?,What security measures are vulnerable to PubPrn?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same relationship between the same entities (security measures) and the same vulnerability (PubPrn), with only superficial rewording of the verb and noun."
What is the primary purpose of Re-opened Applications?,What is the main intention of a Re-opened Applications?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the main or primary purpose of Re-opened Applications, with the only difference being the wording of ""intention"" and ""purpose""."
What mechanisms can malware use to evade or bypass the Prevent Application Removal defenses?,What defenses can Prevent Application Removal evade or circumvent?,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question introduces a new entity (""malware"") and changes the relationship, asking about the mechanisms used by malware rather than the defenses being evaded."
What techniques are employed by Active Scanning to avoid being detected by security systems and software?,How does Active Scanning manage to evade the detection of security systems and software?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same relationship (Active Scanning's methods to evade detection) and the same entity (Active Scanning), with the paraphrased version rewording the question to focus on the techniques used."
What tactics do System Binary Proxy Execution techniques typically employ to circumvent the defenses of security systems?,Can you describe the methods by which System Binary Proxy Execution evades the defenses of security systems?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the methods or tactics used by System Binary Proxy Execution to evade security systems' defenses, with the only difference being in the wording of ""describe"" and ""employ""."
What is the primary purpose of Application Deployment Software?,What is the intention behind Application Deployment Software?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the main purpose or intention of Application Deployment Software, with the paraphrased version using a more formal and specific term (""primary purpose"") to convey the same meaning."
What security measures are vulnerable to being circumvented through Boot or Logon Autostart Execution?,Which defense strategies can be evaded by Boot or Logon Autostart Execution?,False,False,False,False,False,False,False,False,EQUIVALENT,Both questions ask about the same entities (defense strategies or security measures) and the same relationship (being evaded or vulnerable to being circumvented) through the same mechanism (Boot or Logon Autostart Execution).
What primary target does Clear Mailbox Data attacks typically focus on?,Which platform serves as the primary focus for Clear Mailbox Data attacks?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the primary focus of Clear Mailbox Data attacks, with the only difference being superficial rewording of the phrase ""platform"" and ""primary target""."
What is the primary purpose of the Login Item?,What is the main objective of Login Item?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the main or primary purpose of the same entity, ""Login Item"", with the only difference being the wording of ""main objective"" and ""primary purpose""."
What methods do adversaries use to evade detection by defenses within the Modify Controller Tasking framework?,How does Modify Controller Tasking manage to evade detection by defenses?,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question introduces the term ""adversaries"" and ""framework"", which are not present in the original question, changing the scope and entities involved."
What strategies does Prevent Application Removal employ to avoid being detected by security systems and software?,How does Prevent Application Removal manage to evade the detection of security systems and software?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same strategies employed by Prevent Application Removal to avoid detection, with the only difference being in the wording of the verb ""evade"" and ""employ to avoid""."
What is the primary purpose of Data from Removable Media?,What is the main objective of Data from Removable Media?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the main or primary purpose of the same entity, Data from Removable Media, with no change in the relationship or scope."
What is the central target of Sharepoint exploitation efforts?,Which platform serves as the primary focus for Sharepoint attacks?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the central or primary focus of Sharepoint attacks, with the paraphrased version using different wording to convey the same meaning."
What security measures are vulnerable to Point & Tag Identification?,What defensive techniques can be compromised by Point & Tag Identification?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same relationship between Point & Tag Identification and defensive techniques/security measures, with the only difference being superficial rewording of the concept."
What tactics does Local Email Collection employ to avoid being detected by security systems?,What strategies does Local Email Collection use to evade security defenses and remain undetected?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same strategies/tactics used by Local Email Collection and their goal of remaining undetected, with the only difference being minor rewording of the verb and noun."
What security measures are ineffective against SIP and Trust Provider Hijacking?,What security measures are unable to prevent SIP and Trust Provider Hijacking?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same security measures and the same type of attack, with the only difference being the wording of ""unable to prevent"" vs ""ineffective against""."
What methods does Access Sensitive Data in Device Logs employ to remain active and avoid being detected?,What techniques does Access Sensitive Data in Device Logs use to evade detection and remain active?,False,False,False,False,False,False,False,False,EQUIVALENT,Both questions ask about the same techniques used by the same entity (Access Sensitive Data in Device Logs) to achieve the same goal (remaining active) while avoiding the same constraint (detection).
What is the purpose of XDG Autostart Entries?,What is the intention behind XDG Autostart Entries?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (XDG Autostart Entries) and the same aspect (intention or purpose), with only superficial rewording of the verb."
What is the purpose of Password Policy Discovery?,What is the intention behind Password Policy Discovery?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same underlying purpose or intention of Password Policy Discovery, with the only difference being the wording of ""intention"" and ""purpose""."
What is the purpose behind Malicious or Vulnerable Built-in Device Functionality?,What is the intention behind Malicious or Vulnerable Built-in Device Functionality?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same intention or purpose of Malicious or Vulnerable Built-in Device Functionality, with the only difference being the verb ""is"" vs. ""is"" and ""behind"" vs. ""behind"", which do not change the meaning."
What is the function of Additional Cloud Credentials?,What is the purpose of Additional Cloud Credentials?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (Additional Cloud Credentials) and the same relationship (purpose or function), with only a minor change in wording."
What types of security controls are vulnerable to exploitation via the InstallUtil utility?,Which security controls are susceptible to InstallUtil?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same relationship between security controls and the InstallUtil utility, with the only difference being superficial rewording of the concept of ""susceptible"" as ""vulnerable to exploitation""."
On which system is Event Triggered Execution typically deployed or carried out?,On which platform is Event Triggered Execution  typically deployed or executed?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the deployment or execution of the same concept, Event Triggered Execution, with the only difference being a superficial change in the word ""platform"" to ""system""."
What is the primary purpose of Execution Guardrails?,What is the main intention of a Execution Guardrails?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the main or primary purpose of Execution Guardrails, with the only difference being the wording of ""intention"" and ""purpose""."
What is the intended function of Insecure Third-Party Libraries?,What is the purpose of Insecure Third-Party Libraries?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the purpose or function of Insecure Third-Party Libraries, with the only difference being the choice of words ""purpose"" and ""function""."
What is the purpose of the Trusted Developer Utilities?,What is the intention behind Trusted Developer Utilities?,False,False,False,False,False,False,False,False,EQUIVALENT,Both questions ask about the same entity (Trusted Developer Utilities) and the same aspect (its intention or purpose).
What methods does Data Encrypted for Impact utilize to avoid detection and persist on a system?,What techniques does Data Encrypted for Impact use to evade detection and remain active?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (Data Encrypted for Impact) and its methods to remain active, with the only difference being in the wording of ""evade detection"" and ""avoid detection"" and ""remain active"" and ""persist on a system""."
What techniques does Compromise Software Supply Chain utilize to bypass security defenses?,What methods does Compromise Software Supply Chain employ to evade security defenses?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (Compromise Software Supply Chain) and the same relationship (methods/techniques used to evade/bypass security defenses), with only minor changes in wording."
What methods does Exfiltration Over Webhook utilize to bypass detection and maintain persistence?,What techniques does Exfiltration Over Webhook use to evade detection and remain active?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same techniques used by Exfiltration Over Webhook, with the only difference being in the wording of ""evade detection"" vs. ""bypass detection"" and ""remain active"" vs. ""maintain persistence"", which do not change the entities or relationship being asked about."
What is the purpose behind the concept of Fileless Storage?,What is the intention behind Fileless Storage?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the underlying purpose or intention of Fileless Storage, with the paraphrased version using a more formal and technical term ""concept""."
What methods do attackers utilize to successfully penetrate security systems using Dynamic-link Library Injection?,How does Dynamic-link Library Injection manage to breach or penetrate security systems and defenses?,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question changes the focus from ""how"" DLL Injection breaches security systems to ""what methods"" attackers use to penetrate them, altering the scope and perspective of the question."
What Confluence features or functionalities might be vulnerable to exploitation by attackers?,What defensive techniques can be compromised by Confluence?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same relationship (techniques being compromised) and entities (Confluence), with the paraphrased version using different wording to describe the same concept."
What security protocols or measures might Stored Application Data potentially compromise or erode?,What security protocols or measures can Stored Application Data compromise or undermine?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the potential impact of Stored Application Data on security protocols or measures, with the only difference being the words ""compromise"" and ""erode"", which have similar meanings in this context."
What is the purpose behind Deobfuscate/Decode Files or Information?,What is the intention behind Deobfuscate/Decode Files or Information?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same intention or purpose of the same action, with the same entities and relationship, differing only in verb choice."
What countermeasures are ineffectual against the AppDomainManager?,What countermeasures are ineffective against AppDomainManager?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (AppDomainManager) and the same relationship (ineffectiveness of countermeasures), with only minor surface-level wording changes."
What methods do malicious actors employ to remain hidden using Data from Information Repositories?,What strategies does Data from Information Repositories use to evade security defenses and remain undetected?,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question changes the actor's role from ""Data from Information Repositories"" to ""malicious actors"", altering the relationship and scope of the question."
What methods does the WHOIS protocol employ to bypass security systems and avoid detection?,What strategies does WHOIS use to evade security defenses and remain undetected?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (WHOIS) and its relationship (evading security defenses or bypassing security systems), with the only difference being superficial rewording of the verbs and adjectives."
How do security systems fail to detect Exfiltration to Code Repository tactics?,Can you explain how Exfiltration to Code Repository evades detection by security systems?,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question changes the focus from explaining how the tactic evades detection to how security systems fail to detect the tactic, implying a shift from the original's emphasis on the evasion mechanism to the security systems' limitations."
"What methods does the ""Use Alternate Authentication Material"" technique employ to avoid detection and sustain its operational presence?",What techniques does Use Alternate Authentication Material use to evade detection and remain active?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same technique's methods to avoid detection and remain active, with the only difference being minor rewording of the technique's name and the verbs used."
What techniques does Keychain employ to avoid being detected by security systems and software?,How does Keychain manage to evade the detection of security systems and software?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (Keychain) and its relationship (evading or avoiding detection) with the same scope, with the only difference being superficial rewording of the verb and phrase."
How do threat actors utilize the tactic of Generate Traffic from Victim to evade detection by security systems?,Can you explain how Generate Traffic from Victim evades detection by security systems?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same tactic (Generate Traffic from Victim) and its effect (evasion of detection by security systems), with the only difference being superficial rewording of the question."
What techniques does Remote File Copy employ to avoid being detected by security systems?,Can you explain how Remote File Copy evades detection by security systems?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same relationship (techniques used by Remote File Copy) and the same entity (Remote File Copy), with the only difference being superficial rewording of the verb phrase."
What methods do threat actors employ to remain undetected by antivirus software when engaging in SIP and Trust Provider Hijacking?,How does SIP and Trust Provider Hijacking successfully evade detection by antivirus software?,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question introduces the term ""threat actors"" which implies a specific actor performing the hijacking, whereas the original question is more neutral and focuses on the hijacking method itself."
What is the objective of an attacker's use of Local Network Connections Discovery?,What does an attacker seek to accomplish with Local Network Connections Discovery?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the purpose or goal of an attacker's use of Local Network Connections Discovery, with the same entity (attacker) and relationship (seeking to accomplish or objective)."
What is the main purpose of One-Way Communication?,What is the primary objective of a One-Way Communication?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the main purpose of the same concept, One-Way Communication, with the only difference being the wording of ""primary objective"" and ""main purpose""."
What techniques do External Proxy use to avoid being detected by security software and systems?,How does External Proxy manage to evade the detection of security systems and software?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (External Proxy) and its relationship with security systems and software, with the only difference being in the wording of the verbs ""evade"" and ""avoid""."
What is the purpose of At?,What is the intention behind At?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (""At"") and its intention/purpose, with the only difference being a superficial rewording of the verb."
What is the primary purpose or intended use of a Virtual Private Server?,For which platform is Virtual Private Server primarily intended?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the primary intended use of Virtual Private Server, with the paraphrased version rewording the question to make it more general and less specific."
What is the purpose behind the DCShadow malware?,What is the intention behind DCShadow?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (DCShadow) and its intention/purpose, with the only difference being the wording of the question."
What techniques does the LSASS Driver employ to avoid detection by security systems?,What strategies does LSASS Driver use to evade security defenses and remain undetected?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (LSASS Driver) and its methods to avoid detection by security systems, with only minor changes in wording."
What is the purpose of exploiting a File System Permissions Weakness?,What is the objective of an File System Permissions Weakness attack?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the purpose or objective of exploiting a File System Permissions Weakness, with the only difference being in the wording of ""objective"" and ""purpose""."
How does the concept of Loss of Availability manage to remain undetected by antivirus software?,How does Loss of Availability successfully evade detection by antivirus software?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same relationship between Loss of Availability and antivirus software, with the paraphrased version using synonyms (""concept"" instead of ""Loss of Availability"") and a slightly different verb (""remain undetected"" vs. ""successfully evade detection"")."
What is the purpose of the function known as Screen Capture?,What is the intention behind Screen Capture?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same entity (""Screen Capture"") and its intention/purpose, with the paraphrased version using a more formal and descriptive phrase."
What security measures are ineffective against Data Compressed?,What security measures are unable to prevent Data Compressed?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same relationship between security measures and Data Compressed, with the only difference being the wording of ""prevent"" and ""ineffective against""."
What is the primary purpose of Data from Information Repositories?,What is the main intention of a Data from Information Repositories?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the main or primary purpose of the same entity (Data from Information Repositories), with the only difference being the wording of ""intention"" and ""purpose""."
What is the primary goal of an exploitation of Native API vulnerabilities?,What is the objective of an Native API attack?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the main purpose of exploiting Native API vulnerabilities, with the only difference being in the wording and the use of ""objective"" vs. ""primary goal""."
What is the main purpose of Loss of Protection?,What is the primary objective of a Loss of Protection?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the main purpose of the same concept, ""Loss of Protection"", with the only difference being the wording of ""primary objective"" and ""main purpose""."
What vulnerabilities or weaknesses in system security does Process Injection specifically target or utilize?,What are the security weaknesses or vulnerabilities that Process Injection exploits or leverages?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same relationship between Process Injection and security weaknesses or vulnerabilities, with the only difference being in the wording and the order of the concepts."
What mechanisms does Event Triggered Execution utilize to evade detection and maintain persistence?,What techniques does Event Triggered Execution  use to evade detection and remain active?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same techniques or mechanisms used by Event Triggered Execution to evade detection, with the only difference being the words ""use"" and ""utilize"" and ""remain active"" and ""maintain persistence"", which do not change the meaning or the entities and relationship being asked about."
What techniques do security systems struggle to detect when faced with File System Logical Offsets?,Can you describe the methods by which File System Logical Offsets evades the defenses of security systems?,False,False,False,False,False,False,False,False,UNPARSEABLE,"The paraphrased question changes the focus from describing methods used by File System Logical Offsets to techniques that security systems struggle to detect, altering the relationship between the entities."
What protocol is being targeted by Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol in its ultimate goal?,What is the ultimate target of Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol?,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question changes the relationship between the entities, asking about the protocol being targeted instead of the target of the protocol."
What tactics does an adversary utilize for Password Policy Discovery to avoid being detected by security measures?,How does Password Policy Discovery manage to evade detection by defenses?,False,False,False,False,False,False,False,False,NOT_EQUIVALENT,"The paraphrased question introduces an additional constraint (""security measures"") not present in the original question."
How do malicious actors utilize System Network Connections Discovery to circumvent the security measures of defense systems?,Can you describe the methods by which System Network Connections Discovery evades the defenses of security systems?,False,False,False,False,False,False,False,False,UNPARSEABLE,"The paraphrased question introduces the concept of ""malicious actors"" and ""circumvent"", which implies a different intent and relationship than the original question's neutral tone and focus on ""evades""."
What is the primary objective of Office Test?,What is the purpose of Office Test?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same purpose or objective of Office Test, with the only difference being a change in wording from ""purpose"" to ""primary objective""."
How does the malware utilize the Contact List to bypass security measures?,In what ways does Contact List evade the defenses put in place?,False,False,False,False,False,False,False,False,UNPARSEABLE,"The paraphrased question changes the relationship between the malware and the Contact List, implying the malware uses the Contact List to bypass security measures, whereas the original question asks how the Contact List evades the defenses."
What measures do Default Accounts employ to successfully penetrate or breach security systems and defenses?,How does Default Accounts manage to breach or penetrate security systems and defenses?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the same relationship (Default Accounts' ability to breach security systems) and the same entities (Default Accounts), with only superficial rewording of the verbs and adverbs."
What are the alternate designations used for the Group5 entity?,What are the various names used to refer to the Group5 group?,False,False,False,False,False,False,False,False,EQUIVALENT,"Both questions ask about the names or designations used to refer to the same entity, Group5."
